Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss
57.035211,0,Tick,0,105,-105,75,141000,141000,-3,4238003,8003,BREACH
57.035211,1,Tick,0,0,0,0,141000,141000,0,0,0
57.035211,2,Tick,24,24,0,0,141000,141000,-252,2452,2452
57.035211,3,Tick,613,600,13,0,141000,141000,-3377,-1807323,25677
57.035211,4,Tick,356,301,55,-55,141000,141000,-9222,61622,61622
57.035211,5,Tick,408,391,17,0,141000,141000,22410,-2399110,-2110
57.035211,6,Tick,30,30,0,0,141000,141000,421,24879,24879
57.295547,0,Tick,0,105,-105,75,140600,141000,-3,4238003,37613,BREACH
57.295547,1,Tick,0,0,0,0,140600,141000,0,0,0
57.295547,2,Tick,24,24,0,0,140600,141000,-252,2452,2452
57.295547,3,Tick,623,600,23,0,140600,141000,-3095,-3217605,18909
57.295547,4,Tick,379,301,78,-78,140600,141000,-9546,68846,46850
57.295547,5,Tick,408,391,17,0,140600,141000,22410,-2399110,-6904
57.295547,6,Tick,30,30,0,0,140600,141000,421,24879,24879
57.457746,0,Tick,0,105,-105,75,141000,141000,-3,4238003,8003,BREACH
57.457746,1,Tick,0,0,0,0,141000,141000,0,0,0
57.457746,2,Tick,24,26,-2,0,141000,141000,-196,284196,2196
57.457746,3,Tick,625,604,21,0,141000,141000,-3179,-2935321,25679
57.457746,4,Tick,379,301,78,-78,141000,141000,-9546,68846,68846
57.457746,5,Tick,408,391,17,0,141000,141000,22410,-2399110,-2110
57.457746,6,Tick,30,30,0,0,141000,141000,421,24879,24879
57.729373,0,Tick,0,105,-105,75,141300,141000,-3,4238003,-21607,BREACH
57.729373,1,Tick,0,0,0,0,141300,141000,0,0,0
57.729373,2,Tick,24,26,-2,0,141300,141000,-196,284196,1632
57.729373,3,Tick,633,614,19,0,141300,141000,-3433,-2651267,33091
57.729373,4,Tick,390,301,89,-89,141300,141000,-9701,72301,97399
57.729373,5,Tick,408,391,17,0,141300,141000,22410,-2399110,2684
57.729373,6,Tick,30,30,0,0,141300,141000,421,24879,24879
57.990936,0,Tick,0,105,-105,75,141000,141000,-3,4238003,8003,BREACH
57.990936,1,Tick,0,0,0,0,141000,141000,0,0,0
57.990936,2,Tick,24,26,-2,0,141000,141000,-196,284196,2196
57.990936,3,Tick,643,614,29,0,141000,141000,-3574,-4061126,27874
57.990936,4,Tick,390,301,89,-89,141000,141000,-9701,72301,72301
57.990936,5,Tick,408,401,7,0,141000,141000,22692,-989392,-2392
57.990936,6,Tick,30,30,0,0,141000,141000,421,24879,24879
58.270714,0,Tick,0,105,-105,75,141000,141000,-3,4238003,8003,BREACH
58.270714,1,Tick,0,0,0,0,141000,141000,0,0,0
58.270714,2,Tick,24,26,-2,0,141000,141000,-196,284196,2196
58.270714,3,Tick,643,624,19,0,141000,141000,-3715,-2650985,28015
58.270714,4,Tick,390,301,89,-89,141000,141000,-9701,72301,72301
58.270714,5,Tick,418,401,17,0,141000,141000,22974,-2399674,-2674
58.270714,6,Tick,30,30,0,0,141000,141000,421,24879,24879
58.548369,0,Tick,0,105,-105,75,141000,141100,-3,4238003,15503,BREACH
58.548369,1,Tick,0,0,0,0,141000,141100,0,0,0
58.548369,2,Tick,24,28,-4,0,141000,141100,-224,566224,2224
58.548369,3,Tick,653,624,29,0,141000,141100,-3772,-4060928,28072
58.548369,4,Tick,390,301,89,-89,141000,141100,-9701,72301,63401
58.548369,5,Tick,418,409,9,0,141000,141100,23200,-1271900,-2900
58.548369,6,Tick,30,30,0,0,141000,141100,421,24879,24879
58.721052,0,Tick,0,105,-105,75,140900,141000,-3,4238003,18503,BREACH
58.721052,1,Tick,0,0,0,0,140900,141000,0,0,0
58.721052,2,Tick,24,28,-4,0,140900,141000,-224,566224,2624
58.721052,3,Tick,653,634,19,0,140900,141000,-3913,-2651787,25313
58.721052,4,Tick,390,301,89,-89,140900,141000,-9701,72301,63401
58.721052,5,Tick,428,409,19,0,140900,141000,23482,-2681182,-4082
58.721052,6,Tick,30,30,0,0,140900,141000,421,24879,24879
58.989602,0,Tick,0,105,-105,75,140900,140900,-3,4238003,11003,BREACH
58.989602,1,Tick,0,0,0,0,140900,140900,0,0,0
58.989602,2,Tick,24,28,-4,0,140900,140900,-224,566224,2624
58.989602,3,Tick,653,634,19,0,140900,140900,-3913,-2651787,25313
58.989602,4,Tick,390,301,89,-89,140900,140900,-9701,72301,72301
58.989602,5,Tick,428,409,19,0,140900,140900,23482,-2681182,-4082
58.989602,6,Tick,30,30,0,0,140900,140900,421,24879,24879
59.248049,0,Tick,0,105,-105,75,140900,140900,-3,4238003,11003,BREACH
59.248049,1,Tick,0,0,0,0,140900,140900,0,0,0
59.248049,2,Tick,24,28,-4,0,140900,140900,-224,566224,2624
59.248049,3,Tick,653,634,19,0,140900,140900,-3913,-2651787,25313
59.248049,4,Tick,390,301,89,-89,140900,140900,-9701,72301,72301
59.248049,5,Tick,428,409,19,0,140900,140900,23482,-2681182,-4082
59.248049,6,Tick,30,30,0,0,140900,140900,421,24879,24879
59.453842,0,Tick,0,105,-105,75,140900,141100,-3,4238003,26003,BREACH
59.453842,1,Tick,0,0,0,0,140900,141100,0,0,0
59.453842,2,Tick,24,28,-4,0,140900,141100,-224,566224,2624
59.453842,3,Tick,653,634,19,0,140900,141100,-3913,-2651787,25313
59.453842,4,Tick,390,301,89,-89,140900,141100,-9701,72301,54501
59.453842,5,Tick,428,409,19,0,140900,141100,23482,-2681182,-4082
59.453842,6,Tick,30,30,0,0,140900,141100,421,24879,24879
59.744555,0,Tick,0,105,-105,75,140900,141100,-3,4238003,26003,BREACH
59.744555,1,Tick,0,0,0,0,140900,141100,0,0,0
59.744555,2,Tick,24,28,-4,0,140900,141100,-224,566224,2624
59.744555,3,Tick,653,634,19,0,140900,141100,-3913,-2651787,25313
59.744555,4,Tick,390,301,89,-89,140900,141100,-9701,72301,54501
59.744555,5,Tick,428,409,19,0,140900,141100,23482,-2681182,-4082
59.744555,6,Tick,30,30,0,0,140900,141100,421,24879,24879
60.004274,0,Tick,0,105,-105,75,140900,141100,-3,4238003,26003,BREACH
60.004274,1,Tick,0,0,0,0,140900,141100,0,0,0
60.004274,2,Tick,24,28,-4,0,140900,141100,-224,566224,2624
60.004274,3,Tick,653,639,14,0,140900,141100,-3983,-1947217,25383
60.004274,4,Tick,390,301,89,-89,140900,141100,-9701,72301,54501
60.004274,5,Tick,428,409,19,0,140900,141100,23482,-2681182,-4082
60.004274,6,Tick,30,30,0,0,140900,141100,421,24879,24879
60.268073,0,Tick,0,105,-105,75,140800,141100,-3,4238003,34613,BREACH
60.268073,1,Tick,0,0,0,0,140800,141100,0,0,0
60.268073,2,Tick,24,28,-4,0,140800,141100,-224,566224,2952
60.268073,3,Tick,663,639,24,0,140800,141100,-4124,-3355076,24556
60.268073,4,Tick,390,301,89,-89,140800,141100,-9701,72301,47203
60.268073,5,Tick,428,419,9,0,140800,141100,23764,-1273464,-6102
60.268073,6,Tick,30,30,0,0,140800,141100,421,24879,24879
60.546457,0,Tick,0,105,-105,75,140900,140800,-3,4238003,3503,BREACH
60.546457,1,Tick,0,0,0,0,140900,140800,0,0,0
60.546457,2,Tick,24,30,-6,0,140900,140800,-252,847852,2452
60.546457,3,Tick,663,649,14,0,140900,140800,-4265,-1947935,24665
60.546457,4,Tick,390,341,49,-49,140900,140800,-10265,76865,81765
60.546457,5,Tick,438,419,19,0,140900,140800,24045,-2680745,-3645
60.546457,6,Tick,30,30,0,0,140900,140800,421,24879,24879
60.729177,0,Tick,0,105,-105,75,140600,140800,-3,4238003,35003,BREACH
60.729177,1,Tick,0,0,0,0,140600,140800,0,0,0
60.729177,2,Tick,24,30,-6,0,140600,140800,-252,847852,4252
60.729177,3,Tick,673,649,24,0,140600,140800,-4406,-3353794,20606
60.729177,4,Tick,390,341,49,-49,140600,140800,-10265,76865,67065
60.729177,5,Tick,438,429,9,0,140600,140800,24326,-1275026,-9626
60.729177,6,Tick,30,30,0,0,140600,140800,421,24879,24879
61.004619,0,Tick,0,105,-105,75,140600,140800,-3,4238003,35003,BREACH
61.004619,1,Tick,0,0,0,0,140600,140800,0,0,0
61.004619,2,Tick,26,30,-4,0,140600,140800,-280,566680,4280
61.004619,3,Tick,673,659,14,0,140600,140800,-4462,-1947738,20662
61.004619,4,Tick,390,341,49,-49,140600,140800,-10265,76865,67065
61.004619,5,Tick,446,429,17,0,140600,140800,24551,-2400051,-9851
61.004619,6,Tick,30,30,0,0,140600,140800,421,24879,24879
61.26889,0,Tick,0,105,-105,75,140600,140700,-3,4238003,27503,BREACH
61.26889,1,Tick,0,0,0,0,140600,140700,0,0,0
61.26889,2,Tick,26,30,-4,0,140600,140700,-280,566680,4280
61.26889,3,Tick,683,659,24,0,140600,140700,-4603,-3353597,20803
61.26889,4,Tick,390,341,49,-49,140600,140700,-10265,76865,71965
61.26889,5,Tick,446,439,7,0,140600,140700,24832,-994332,-10132
61.26889,6,Tick,30,30,0,0,140600,140700,421,24879,24879
61.454182,0,Tick,0,105,-105,75,140600,140700,-3,4238003,27503,BREACH
61.454182,1,Tick,0,0,0,0,140600,140700,0,0,0
61.454182,2,Tick,26,30,-4,0,140600,140700,-280,566680,4280
61.454182,3,Tick,683,669,14,0,140600,140700,-4744,-1947456,20944
61.454182,4,Tick,390,341,49,-49,140600,140700,-10265,76865,71965
61.454182,5,Tick,456,439,17,0,140600,140700,25113,-2400613,-10413
61.454182,6,Tick,30,30,0,0,140600,140700,421,24879,24879
61.784028,0,Tick,0,105,-105,75,140600,140700,-3,4238003,27503,BREACH
61.784028,1,Tick,0,0,0,0,140600,140700,0,0,0
61.784028,2,Tick,26,30,-4,0,140600,140700,-280,566680,4280
61.784028,3,Tick,693,669,24,0,140600,140700,-4885,-3353315,21085
61.784028,4,Tick,390,341,49,-49,140600,140700,-10265,76865,71965
61.784028,5,Tick,456,449,7,0,140600,140700,25394,-994894,-10694
61.784028,6,Tick,30,30,0,0,140600,140700,421,24879,24879
61.985211,0,Tick,0,105,-105,75,140600,140600,-3,4238003,20003,BREACH
61.985211,1,Tick,0,0,0,0,140600,140600,0,0,0
61.985211,2,Tick,26,30,-4,0,140600,140600,-280,566680,4280
61.985211,3,Tick,693,669,24,0,140600,140600,-4885,-3353315,21085
61.985211,4,Tick,390,341,49,-49,140600,140600,-10265,76865,76865
61.985211,5,Tick,456,449,7,0,140600,140600,25394,-994894,-10694
61.985211,6,Tick,30,30,0,0,140600,140600,421,24879,24879
62.276743,0,Tick,0,105,-105,75,140500,140600,-3,4238003,30503,BREACH
62.276743,1,Tick,0,0,0,0,140500,140600,0,0,0
62.276743,2,Tick,26,30,-4,0,140500,140600,-280,566680,4680
62.276743,3,Tick,693,679,14,0,140500,140600,-5026,-1947174,19826
62.276743,4,Tick,390,341,49,-49,140500,140600,-10265,76865,71965
62.276743,5,Tick,466,449,17,0,140500,140600,25675,-2401175,-12675
62.276743,6,Tick,56,30,26,-26,140500,140600,56,25244,22644
62.49089,0,Tick,0,105,-105,75,140500,140600,-3,4238003,30503,BREACH
62.49089,1,Tick,0,0,0,0,140500,140600,0,0,0
62.49089,2,Tick,28,30,-2,0,140500,140600,-308,285708,4708
62.49089,3,Tick,693,679,14,0,140500,140600,-5026,-1947174,19826
62.49089,4,Tick,390,341,49,-49,140500,140600,-10265,76865,71965
62.49089,5,Tick,466,455,11,0,140500,140600,25844,-1558344,-12844
62.49089,6,Tick,60,30,30,-30,140500,140600,0,25300,22300
62.700931,0,Tick,0,105,-105,75,140500,140600,-3,4238003,30503,BREACH
62.700931,1,Tick,0,0,0,0,140500,140600,0,0,0
62.700931,2,Tick,28,30,-2,0,140500,140600,-308,285708,4708
62.700931,3,Tick,693,679,14,0,140500,140600,-5026,-1947174,19826
62.700931,4,Tick,390,341,49,-49,140500,140600,-10265,76865,71965
62.700931,5,Tick,466,455,11,0,140500,140600,25844,-1558344,-12844
62.700931,6,Tick,60,30,30,-30,140500,140600,0,25300,22300
63.028312,0,Tick,0,105,-105,75,141200,140600,-3,4238003,-9502,BREACH
63.028312,1,Tick,0,0,0,0,141200,140600,0,0,0
63.028312,2,Tick,28,30,-2,0,141200,140600,-308,285708,3946
63.028312,3,Tick,693,689,4,0,141200,140600,-5167,-541033,22491
63.028312,4,Tick,390,341,49,-49,141200,140600,-10265,76865,90634
63.028312,5,Tick,466,455,11,0,141200,140600,25844,-1558344,-8653
63.028312,6,Tick,60,60,0,0,141200,140600,-423,31723,31723
63.300309,0,Tick,0,105,-105,75,141200,140500,-3,4238003,-6502,BREACH
63.300309,1,Tick,0,0,0,0,141200,140500,0,0,0
63.300309,2,Tick,28,32,-4,0,141200,140500,-336,567936,4812
63.300309,3,Tick,703,699,4,0,141200,140500,-5449,-539751,23373
63.300309,4,Tick,390,341,49,-49,141200,140500,-10265,76865,90634
63.300309,5,Tick,466,465,1,0,141200,140500,26125,-152625,-11844
63.300309,6,Tick,60,60,0,0,141200,140500,-423,31723,31723
63.462006,0,Tick,0,105,-105,75,140400,140500,-3,4238003,33503,BREACH
63.462006,1,Tick,0,0,0,0,140400,140500,0,0,0
63.462006,2,Tick,30,32,-2,0,140400,140500,-364,287164,6364
63.462006,3,Tick,711,699,12,0,140400,140500,-5561,-1662839,21961
63.462006,4,Tick,390,341,49,-49,140400,140500,-10265,76865,71965
63.462006,5,Tick,466,475,-9,0,140400,140500,26406,1251094,-12506
63.462006,6,Tick,60,60,0,0,140400,140500,-423,31723,31723
63.779458,0,Tick,0,105,-105,75,140400,140500,-3,4238003,33503,BREACH
63.779458,1,Tick,0,0,0,0,140400,140500,0,0,0
63.779458,2,Tick,30,32,-2,0,140400,140500,-364,287164,6364
63.779458,3,Tick,711,709,2,0,140400,140500,-5701,-258699,22101
63.779458,4,Tick,390,341,49,-49,140400,140500,-10265,76865,71965
63.779458,5,Tick,476,475,1,0,140400,140500,26687,-153187,-12787
63.779458,6,Tick,60,60,0,0,140400,140500,-423,31723,31723
64.017687,0,Tick,0,105,-105,75,140700,140500,-3,4238003,2003,BREACH
64.017687,1,Tick,0,0,0,0,140700,140500,0,0,0
64.017687,2,Tick,30,32,-2,0,140700,140500,-364,287164,5764
64.017687,3,Tick,711,719,-8,0,140700,140500,-5842,1148442,22842
64.017687,4,Tick,390,342,48,-48,140700,140500,-10279,76879,86479
64.017687,5,Tick,476,475,1,0,140700,140500,26687,-153187,-12487
64.017687,6,Tick,60,60,0,0,140700,140500,-423,31723,31723
64.251735,0,Tick,0,105,-105,75,140700,140500,-3,4238003,2003,BREACH
64.251735,1,Tick,0,0,0,0,140700,140500,0,0,0
64.251735,2,Tick,30,32,-2,0,140700,140500,-364,287164,5764
64.251735,3,Tick,721,719,2,0,140700,140500,-5983,-257417,23983
64.251735,4,Tick,390,368,22,-22,140700,140500,-10645,79845,84245
64.251735,5,Tick,476,485,-9,0,140700,140500,26968,1252532,-13768
64.251735,6,Tick,60,60,0,0,140700,140500,-423,31723,31723
64.508259,0,Tick,0,105,-105,75,140400,140500,-3,4238003,33503,BREACH
64.508259,1,Tick,0,0,0,0,140400,140500,0,0,0
64.508259,2,Tick,30,32,-2,0,140400,140500,-364,287164,6364
64.508259,3,Tick,722,719,3,0,140400,140500,-5997,-397803,23397
64.508259,4,Tick,390,368,22,-22,140400,140500,-10645,79845,77645
64.508259,5,Tick,476,485,-9,0,140400,140500,26968,1252532,-11068
64.508259,6,Tick,60,60,0,0,140400,140500,-423,31723,31723
64.739291,0,Tick,0,105,-105,75,140100,140500,-3,4238003,52508,BREACH
64.739291,1,Tick,0,0,0,0,140100,140500,0,0,0
64.739291,2,Tick,30,32,-2,0,140100,140500,-364,287164,6726
64.739291,3,Tick,731,719,12,0,140100,140500,-6123,-1661277,21351
64.739291,4,Tick,390,368,22,-22,140100,140500,-10645,79845,73663
64.739291,5,Tick,476,485,-9,0,140100,140500,26968,1252532,-9439
64.739291,6,Tick,60,60,0,0,140100,140500,-423,31723,31723
64.980064,0,Tick,0,105,-105,75,140100,140500,-3,4238003,52508,BREACH
64.980064,1,Tick,0,0,0,0,140100,140500,0,0,0
64.980064,2,Tick,30,32,-2,0,140100,140500,-364,287164,6726
64.980064,3,Tick,741,719,22,0,140100,140500,-5843,-3062557,22261
64.980064,4,Tick,390,368,22,-22,140100,140500,-10645,79845,73663
64.980064,5,Tick,486,485,1,0,140100,140500,27248,-148748,-8529
64.980064,6,Tick,60,60,0,0,140100,140500,-423,31723,31723
65.230126,0,Tick,0,105,-105,75,140100,140400,-3,4238003,55508,BREACH
65.230126,1,Tick,0,0,0,0,140100,140400,0,0,0
65.230126,2,Tick,30,32,-2,0,140100,140400,-364,287164,6926
65.230126,3,Tick,751,719,32,0,140100,140400,-5563,-4463837,19971
65.230126,4,Tick,390,368,22,-22,140100,140400,-10645,79845,73663
65.230126,5,Tick,496,485,11,0,140100,140400,27528,-1550028,-8719
65.230126,6,Tick,60,60,0,0,140100,140400,-423,31723,31723
65.477415,0,Tick,0,105,-105,75,140100,140400,-3,4238003,55508,BREACH
65.477415,1,Tick,0,0,0,0,140100,140400,0,0,0
65.477415,2,Tick,30,32,-2,0,140100,140400,-364,287164,6926
65.477415,3,Tick,751,719,32,0,140100,140400,-5563,-4463837,19971
65.477415,4,Tick,390,368,22,-22,140100,140400,-10645,79845,73663
65.477415,5,Tick,503,485,18,0,140100,140400,27724,-2530924,-8782
65.477415,6,Tick,60,60,0,0,140100,140400,-423,31723,31723
65.779666,0,Tick,0,105,-105,75,140200,140400,-3,4238003,47003,BREACH
65.779666,1,Tick,0,0,0,0,140200,140400,0,0,0
65.779666,2,Tick,30,32,-2,0,140200,140400,-364,287164,6764
65.779666,3,Tick,751,723,28,0,140200,140400,-5619,-3902981,22619
65.779666,4,Tick,390,368,22,-22,140200,140400,-10645,79845,75445
65.779666,5,Tick,503,485,18,0,140200,140400,27724,-2530924,-7324
65.779666,6,Tick,60,60,0,0,140200,140400,-423,31723,31723
65.966213,0,Tick,0,105,-105,75,140200,140400,-3,4238003,47003,BREACH
65.966213,1,Tick,0,0,0,0,140200,140400,0,0,0
65.966213,2,Tick,30,32,-2,0,140200,140400,-364,287164,6764
65.966213,3,Tick,751,729,22,0,140200,140400,-5703,-3061697,22703
65.966213,4,Tick,390,368,22,-22,140200,140400,-10645,79845,75445
65.966213,5,Tick,509,485,24,0,140200,140400,27892,-3372292,-7492
65.966213,6,Tick,60,60,0,0,140200,140400,-423,31723,31723
66.203686,0,Breach,0,105,-105,75,140200,140400,-3,4238003,47003,
66.200982,0,Tick,0,105,-105,75,140200,140400,-3,4238003,47003,BREACH
66.200982,1,Tick,0,0,0,0,140200,140400,0,0,0
66.200982,2,Tick,30,32,-2,0,140200,140400,-364,287164,6764
66.200982,3,Tick,751,729,22,0,140200,140400,-5703,-3061697,22703
66.200982,4,Tick,390,368,22,-22,140200,140400,-10645,79845,75445
66.200982,5,Tick,509,485,24,0,140200,140400,27892,-3372292,-7492
66.200982,6,Tick,60,60,0,0,140200,140400,-423,31723,31723
66.471308,0,Tick,0,105,-105,75,140200,140400,-3,4238003,47003,BREACH
66.471308,1,Tick,0,0,0,0,140200,140400,0,0,0
66.471308,2,Tick,30,32,-2,0,140200,140400,-364,287164,6764
66.471308,3,Tick,751,729,22,0,140200,140400,-5703,-3061697,22703
66.471308,4,Tick,390,368,22,-22,140200,140400,-10645,79845,75445
66.471308,5,Tick,509,485,24,0,140200,140400,27892,-3372292,-7492
66.471308,6,Tick,60,60,0,0,140200,140400,-423,31723,31723
66.709054,0,Tick,0,105,-105,75,140200,140400,-3,4238003,47003,BREACH
66.709054,1,Tick,0,0,0,0,140200,140400,0,0,0
66.709054,2,Tick,30,32,-2,0,140200,140400,-364,287164,6764
66.709054,3,Tick,761,735,26,0,140200,140400,-5927,-3621273,23927
66.709054,4,Tick,390,368,22,-22,140200,140400,-10645,79845,75445
66.709054,5,Tick,509,495,14,0,140200,140400,28172,-1971572,-8772
66.709054,6,Tick,60,60,0,0,140200,140400,-423,31723,31723
66.965156,0,Tick,0,105,-105,75,140200,140400,-3,4238003,47003,BREACH
66.965156,1,Tick,0,0,0,0,140200,140400,0,0,0
66.965156,2,Tick,30,32,-2,0,140200,140400,-364,287164,6764
66.965156,3,Tick,761,735,26,0,140200,140400,-5927,-3621273,23927
66.965156,4,Tick,390,368,22,-22,140200,140400,-10645,79845,75445
66.965156,5,Tick,509,495,14,0,140200,140400,28172,-1971572,-8772
66.965156,6,Tick,60,60,0,0,140200,140400,-423,31723,31723
67.22344,0,Tick,0,105,-105,75,140700,140400,-3,4238003,-3502,BREACH
67.22344,1,Tick,0,0,0,0,140700,140400,0,0,0
67.22344,2,Tick,30,32,-2,0,140700,140400,-364,287164,5802
67.22344,3,Tick,761,745,16,0,140700,140400,-5647,-2220553,30343
67.22344,4,Tick,410,368,42,-42,140700,140400,-10925,80125,91927
67.22344,5,Tick,509,505,4,0,140700,140400,28452,-570852,-8128
67.22344,6,Tick,60,60,0,0,140700,140400,-423,31723,31723
67.479624,0,Tick,0,105,-105,75,140100,140400,-3,4238003,55508,BREACH
67.479624,1,Tick,0,0,0,0,140100,140400,0,0,0
67.479624,2,Tick,30,32,-2,0,140100,140400,-364,287164,6926
67.479624,3,Tick,761,755,6,0,140100,140400,-5367,-819833,20881
67.479624,4,Tick,429,368,61,-61,140100,140400,-11191,78491,61350
67.479624,5,Tick,509,514,-5,0,140100,140400,28704,689796,-10799
67.479624,6,Tick,60,60,0,0,140100,140400,-423,31723,31723
67.779726,0,Tick,0,105,-105,75,140100,140400,-3,4238003,55508,BREACH
67.779726,1,Tick,0,0,0,0,140100,140400,0,0,0
67.779726,2,Tick,32,32,0,0,140100,140400,-392,6992,6992
67.779726,3,Tick,769,755,14,0,140100,140400,-5479,-1940521,21145
67.779726,4,Tick,429,368,61,-61,140100,140400,-11191,78491,61350
67.779726,5,Tick,509,514,-5,0,140100,140400,28704,689796,-10799
67.779726,6,Tick,60,60,0,0,140100,140400,-423,31723,31723
68.018692,0,Tick,0,105,-105,75,140100,140400,-3,4238003,55508,BREACH
68.018692,1,Tick,0,0,0,0,140100,140400,0,0,0
68.018692,2,Tick,32,32,0,0,140100,140400,-392,6992,6992
68.018692,3,Tick,769,755,14,0,140100,140400,-5479,-1940521,21145
68.018692,4,Tick,429,368,61,-61,140100,140400,-11191,78491,61350
68.018692,5,Tick,509,514,-5,0,140100,140400,28704,689796,-10799
68.018692,6,Tick,60,60,0,0,140100,140400,-423,31723,31723
68.289486,0,Tick,0,105,-105,75,140100,140400,-3,4238003,55508,BREACH
68.289486,1,Tick,0,0,0,0,140100,140400,0,0,0
68.289486,2,Tick,32,32,0,0,140100,140400,-392,6992,6992
68.289486,3,Tick,769,755,14,0,140100,140400,-5479,-1940521,21145
68.289486,4,Tick,429,368,61,-61,140100,140400,-11191,78491,61350
68.289486,5,Tick,509,514,-5,0,140100,140400,28704,689796,-10799
68.289486,6,Tick,60,60,0,0,140100,140400,-423,31723,31723
68.511701,0,Tick,0,105,-105,75,140100,140400,-3,4238003,55508,BREACH
68.511701,1,Tick,0,0,0,0,140100,140400,0,0,0
68.511701,2,Tick,32,32,0,0,140100,140400,-392,6992,6992
68.511701,3,Tick,769,755,14,0,140100,140400,-5479,-1940521,21145
68.511701,4,Tick,429,368,61,-61,140100,140400,-11191,78491,61350
68.511701,5,Tick,509,514,-5,0,140100,140400,28704,689796,-10799
68.511701,6,Tick,60,60,0,0,140100,140400,-423,31723,31723
68.749847,0,Tick,0,105,-105,75,140000,140400,-3,4238003,55508,BREACH
68.749847,1,Tick,0,0,0,0,140000,140400,0,0,0
68.749847,2,Tick,32,32,0,0,140000,140400,-392,6992,6992
68.749847,3,Tick,769,765,4,0,140000,140400,-5619,-540381,20095
68.749847,4,Tick,429,368,61,-61,140000,140400,-11191,78491,61350
68.749847,5,Tick,519,514,5,0,140000,140400,28984,-710484,-9889
68.749847,6,Tick,60,60,0,0,140000,140400,-423,31723,31723
68.980167,0,Tick,0,105,-105,75,140000,140400,-3,4238003,55508,BREACH
68.980167,1,Tick,0,0,0,0,140000,140400,0,0,0
68.980167,2,Tick,32,32,0,0,140000,140400,-392,6992,6992
68.980167,3,Tick,779,765,14,0,140000,140400,-5759,-1940241,21425
68.980167,4,Tick,429,368,61,-61,140000,140400,-11191,78491,61350
68.980167,5,Tick,519,524,-5,0,140000,140400,29264,689236,-11359
68.980167,6,Tick,60,60,0,0,140000,140400,-423,31723,31723
69.232452,0,Tick,0,105,-105,75,140000,140000,-3,4238003,38003,BREACH
69.232452,1,Tick,0,0,0,0,140000,140000,0,0,0
69.232452,2,Tick,32,32,0,0,140000,140000,-392,6992,6992
69.232452,3,Tick,779,765,14,0,140000,140000,-5759,-1940241,19759
69.232452,4,Tick,429,368,61,-61,140000,140000,-11191,78491,78491
69.232452,5,Tick,519,524,-5,0,140000,140000,29264,689236,-10764
69.232452,6,Tick,60,60,0,0,140000,140000,-423,31723,31723
69.536242,0,Tick,0,105,-105,75,140000,140000,-3,4238003,38003,BREACH
69.536242,1,Tick,0,0,0,0,140000,140000,0,0,0
69.536242,2,Tick,32,32,0,0,140000,140000,-392,6992,6992
69.536242,3,Tick,779,765,14,0,140000,140000,-5759,-1940241,19759
69.536242,4,Tick,429,368,61,-61,140000,140000,-11191,78491,78491
69.536242,5,Tick,519,524,-5,0,140000,140000,29264,689236,-10764
69.536242,6,Tick,60,60,0,0,140000,140000,-423,31723,31723
69.737092,0,Tick,0,105,-105,75,140000,140000,-3,4238003,38003,BREACH
69.737092,1,Tick,0,0,0,0,140000,140000,0,0,0
69.737092,2,Tick,32,32,0,0,140000,140000,-392,6992,6992
69.737092,3,Tick,779,765,14,0,140000,140000,-5759,-1940241,19759
69.737092,4,Tick,429,368,61,-61,140000,140000,-11191,78491,78491
69.737092,5,Tick,519,524,-5,0,140000,140000,29264,689236,-10764
69.737092,6,Tick,60,60,0,0,140000,140000,-423,31723,31723
69.960964,0,Tick,0,105,-105,75,140000,140000,-3,4238003,38003,BREACH
69.960964,1,Tick,0,0,0,0,140000,140000,0,0,0
69.960964,2,Tick,32,32,0,0,140000,140000,-392,6992,6992
69.960964,3,Tick,779,765,14,0,140000,140000,-5759,-1940241,19759
69.960964,4,Tick,429,368,61,-61,140000,140000,-11191,78491,78491
69.960964,5,Tick,519,524,-5,0,140000,140000,29264,689236,-10764
69.960964,6,Tick,60,60,0,0,140000,140000,-423,31723,31723
70.267489,0,Tick,0,105,-105,75,140000,140000,-3,4238003,38003,BREACH
70.267489,1,Tick,0,0,0,0,140000,140000,0,0,0
70.267489,2,Tick,32,32,0,0,140000,140000,-392,6992,6992
70.267489,3,Tick,779,765,14,0,140000,140000,-5759,-1940241,19759
70.267489,4,Tick,429,368,61,-61,140000,140000,-11191,78491,78491
70.267489,5,Tick,519,524,-5,0,140000,140000,29264,689236,-10764
70.267489,6,Tick,60,60,0,0,140000,140000,-423,31723,31723
70.515515,0,Tick,0,105,-105,75,140100,140000,-3,4238003,27503,BREACH
70.515515,1,Tick,0,0,0,0,140100,140000,0,0,0
70.515515,2,Tick,32,32,0,0,140100,140000,-392,6992,6992
70.515515,3,Tick,779,775,4,0,140100,140000,-5899,-539101,21299
70.515515,4,Tick,429,368,61,-61,140100,140000,-11191,78491,84591
70.515515,5,Tick,529,524,5,0,140100,140000,29544,-712044,-11544
70.515515,6,Tick,60,60,0,0,140100,140000,-423,31723,31723
70.794826,0,Tick,0,105,-105,75,140100,140000,-3,4238003,27503,BREACH
70.794826,1,Tick,0,0,0,0,140100,140000,0,0,0
70.794826,2,Tick,32,32,0,0,140100,140000,-392,6992,6992
70.794826,3,Tick,779,775,4,0,140100,140000,-5899,-539101,21299
